college,pla,age,race,gender,income,for-profit to for-profit,for-profit to private non-profit,for-profit to 2-year public,for-profit to 4-year public,for-profit to non-transfer,private non-profit to for-profit,private non-profit to private non-profit,private non-profit to 2-year public,private non-profit to 4-year public,private non-profit to non-transfer,2-year public to for-profit,2-year public to private non-profit,2-year public to 2-year public,2-year public to 4-year public,2-year public to non-transfer,4-year public to for-profit,4-year public to private non-profit,4-year public to 2-year public,4-year public to 4-year public,4-year public to non-transfer,for-profit to non-completers,private non-profit to non-completers,2-year public to non-completers,4-year public to non-completers,non-transfer to non-completers,for-profit to graduates,private non-profit to graduates,2-year public to graduates,4-year public to graduates,non-transfer to graduates,cost,time
2-year public,15 or more credits,over 24,all,all,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0274,0.1095,0.2229,0.3363,0.3040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0077,0.0308,0.0626,0.0945,0.3040,0.0197,0.0787,0.1603,0.2418,0.0219,33045.1800,4.6740
4-year public,15 or more credits,18 to 24,all,all,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0463,0.0882,0.2425,0.2226,0.4004,0.0009,0.0018,0.0049,0.0045,0.0080,0.0454,0.0864,0.2377,0.2181,0.3924,40235.7600,3.8540
4-year public,15 or more credits,over 24,all,all,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0463,0.0882,0.2425,0.2226,0.4004,0.0123,0.0234,0.0643,0.0590,0.1061,0.0340,0.0648,0.1782,0.1636,0.2943,40235.7600,3.8540
2-year public,15 or more credits,18 to 24,Black,all,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0274,0.1095,0.2229,0.3363,0.3040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0028,0.0111,0.0225,0.0340,0.3040,0.0246,0.0984,0.2004,0.3023,0.0273,33045.1800,4.6740
2-year public,15 or more credits,over 24,Black,all,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0274,0.1095,0.2229,0.3363,0.3040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0106,0.0422,0.0860,0.1297,0.3040,0.0168,0.0673,0.1369,0.2066,0.0187,33045.1800,4.6740
4-year public,15 or more credits,18 to 24,Black,all,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0463,0.0882,0.2425,0.2226,0.4004,0.0031,0.0058,0.0160,0.0147,0.0264,0.0432,0.0824,0.2265,0.2079,0.3740,40235.7600,3.8540
4-year public,15 or more credits,over 24,Black,all,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0463,0.0882,0.2425,0.2226,0.4004,0.0162,0.0309,0.0850,0.0781,0.1404,0.0301,0.0573,0.1575,0.1445,0.2600,40235.7600,3.8540
2-year public,15 or more credits,18 to 24,Hispanic,all,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0274,0.1095,0.2229,0.3363,0.3040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0016,0.0064,0.0129,0.0195,0.3040,0.0258,0.1031,0.2100,0.3168,0.0286,33045.1800,4.6740
2-year public,15 or more credits,over 24,Hispanic,all,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0274,0.1095,0.2229,0.3363,0.3040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0094,0.0375,0.0764,0.1153,0.3040,0.0180,0.0720,0.1465,0.2210,0.0200,33045.1800,4.6740
4-year public,15 or more credits,18 to 24,Hispanic,all,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0463,0.0882,0.2425,0.2226,0.4004,0.0011,0.0020,0.0056,0.0051,0.0092,0.0452,0.0862,0.2369,0.2175,0.3912,40235.7600,3.8540
4-year public,15 or more credits,over 24,Hispanic,all,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0463,0.0882,0.2425,0.2226,0.4004,0.0142,0.0271,0.0746,0.0685,0.1232,0.0321,0.0611,0.1679,0.1541,0.2772,40235.7600,3.8540
2-year public,15 or more credits,18 to 24,White,all,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0274,0.1095,0.2229,0.3363,0.3040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005,0.0022,0.0045,0.0067,0.3040,0.0269,0.1073,0.2184,0.3296,0.0298,33045.1800,4.6740
2-year public,15 or more credits,over 24,White,all,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0274,0.1095,0.2229,0.3363,0.3040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0043,0.0170,0.0347,0.0524,0.3040,0.0231,0.0925,0.1882,0.2839,0.0257,33045.1800,4.6740
4-year public,15 or more credits,18 to 24,White,all,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0463,0.0882,0.2425,0.2226,0.4004,0.0009,0.0018,0.0049,0.0045,0.0080,0.0454,0.0864,0.2377,0.2181,0.3924,40235.7600,3.8540
4-year public,15 or more credits,over 24,White,all,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0463,0.0882,0.2425,0.2226,0.4004,0.0056,0.0106,0.0293,0.0269,0.0483,0.0407,0.0776,0.2132,0.1957,0.3521,40235.7600,3.8540
2-year public,15 or more credits,18 to 24,all,female,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0274,0.1095,0.2229,0.3363,0.3040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005,0.0022,0.0045,0.0067,0.3040,0.0269,0.1073,0.2184,0.3296,0.0298,33045.1800,4.6740
2-year public,15 or more credits,over 24,all,female,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0274,0.1095,0.2229,0.3363,0.3040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0068,0.0273,0.0555,0.0837,0.3040,0.0206,0.0822,0.1674,0.2526,0.0228,33045.1800,4.6740
4-year public,15 or more credits,18 to 24,all,female,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0463,0.0882,0.2425,0.2226,0.4004,0.0009,0.0018,0.0049,0.0045,0.0080,0.0454,0.0864,0.2377,0.2181,0.3924,40235.7600,3.8540
4-year public,15 or more credits,over 24,all,female,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0463,0.0882,0.2425,0.2226,0.4004,0.0099,0.0189,0.0519,0.0476,0.0857,0.0364,0.0693,0.1906,0.1750,0.3147,40235.7600,3.8540
2-year public,15 or more credits,18 to 24,Black,female,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0274,0.1095,0.2229,0.3363,0.3040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0016,0.0064,0.0130,0.0197,0.3040,0.0258,0.1031,0.2099,0.3166,0.0286,33045.1800,4.6740
2-year public,15 or more credits,over 24,Black,female,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0274,0.1095,0.2229,0.3363,0.3040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0095,0.0380,0.0773,0.1167,0.3040,0.0179,0.0715,0.1456,0.2196,0.0199,33045.1800,4.6740
4-year public,15 or more credits,18 to 24,Black,female,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0463,0.0882,0.2425,0.2226,0.4004,0.0009,0.0018,0.0049,0.0045,0.0080,0.0454,0.0864,0.2377,0.2181,0.3924,40235.7600,3.8540
4-year public,15 or more credits,over 24,Black,female,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0463,0.0882,0.2425,0.2226,0.4004,0.0140,0.0267,0.0733,0.0673,0.1211,0.0323,0.0615,0.1692,0.1553,0.2793,40235.7600,3.8540
2-year public,15 or more credits,18 to 24,Hispanic,female,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0274,0.1095,0.2229,0.3363,0.3040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0006,0.0026,0.0053,0.0080,0.3040,0.0268,0.1069,0.2176,0.3283,0.0297,33045.1800,4.6740
2-year public,15 or more credits,over 24,Hispanic,female,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0274,0.1095,0.2229,0.3363,0.3040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0086,0.0342,0.0696,0.1050,0.3040,0.0188,0.0753,0.1533,0.2313,0.0209,33045.1800,4.6740
4-year public,15 or more credits,18 to 24,Hispanic,female,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0463,0.0882,0.2425,0.2226,0.4004,0.0009,0.0018,0.0049,0.0045,0.0080,0.0454,0.0864,0.2377,0.2181,0.3924,40235.7600,3.8540
4-year public,15 or more credits,over 24,Hispanic,female,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0463,0.0882,0.2425,0.2226,0.4004,0.0124,0.0236,0.0649,0.0596,0.1072,0.0339,0.0646,0.1776,0.1630,0.2932,40235.7600,3.8540
2-year public,15 or more credits,18 to 24,White,female,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0274,0.1095,0.2229,0.3363,0.3040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005,0.0022,0.0045,0.0067,0.3040,0.0269,0.1073,0.2184,0.3296,0.0298,33045.1800,4.6740
2-year public,15 or more credits,over 24,White,female,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0274,0.1095,0.2229,0.3363,0.3040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0033,0.0132,0.0268,0.0404,0.3040,0.0241,0.0963,0.1961,0.2959,0.0267,33045.1800,4.6740
4-year public,15 or more credits,18 to 24,White,female,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0463,0.0882,0.2425,0.2226,0.4004,0.0009,0.0018,0.0049,0.0045,0.0080,0.0454,0.0864,0.2377,0.2181,0.3924,40235.7600,3.8540
4-year public,15 or more credits,over 24,White,female,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0463,0.0882,0.2425,0.2226,0.4004,0.0035,0.0067,0.0184,0.0169,0.0303,0.0428,0.0815,0.2241,0.2057,0.3701,40235.7600,3.8540
2-year public,15 or more credits,18 to 24,all,male,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0274,0.1095,0.2229,0.3363,0.3040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0016,0.0062,0.0127,0.0192,0.3040,0.0258,0.1033,0.2102,0.3171,0.0287,33045.1800,4.6740
2-year public,15 or more credits,over 24,all,male,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0274,0.1095,0.2229,0.3363,0.3040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0094,0.0374,0.0762,0.1149,0.3040,0.0180,0.0721,0.1467,0.2214,0.0200,33045.1800,4.6740
4-year public,15 or more credits,18 to 24,all,male,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0463,0.0882,0.2425,0.2226,0.4004,0.0010,0.0019,0.0053,0.0049,0.0088,0.0453,0.0863,0.2372,0.2177,0.3916,40235.7600,3.8540
4-year public,15 or more credits,over 24,all,male,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0463,0.0882,0.2425,0.2226,0.4004,0.0142,0.0270,0.0744,0.0683,0.1228,0.0321,0.0612,0.1681,0.1543,0.2776,40235.7600,3.8540
2-year public,15 or more credits,18 to 24,Black,male,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0274,0.1095,0.2229,0.3363,0.3040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0039,0.0157,0.0319,0.0481,0.3040,0.0235,0.0938,0.1910,0.2882,0.0261,33045.1800,4.6740
2-year public,15 or more credits,over 24,Black,male,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0274,0.1095,0.2229,0.3363,0.3040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0118,0.0472,0.0962,0.1451,0.3040,0.0156,0.0623,0.1267,0.1912,0.0173,33045.1800,4.6740
4-year public,15 or more credits,18 to 24,Black,male,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0463,0.0882,0.2425,0.2226,0.4004,0.0046,0.0087,0.0239,0.0219,0.0394,0.0417,0.0795,0.2186,0.2007,0.3610,40235.7600,3.8540
4-year public,15 or more credits,over 24,Black,male,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0463,0.0882,0.2425,0.2226,0.4004,0.0179,0.0341,0.0938,0.0861,0.1549,0.0284,0.0541,0.1487,0.1365,0.2455,40235.7600,3.8540
2-year public,15 or more credits,18 to 24,Hispanic,male,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0274,0.1095,0.2229,0.3363,0.3040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0030,0.0118,0.0241,0.0364,0.3040,0.0244,0.0977,0.1988,0.2999,0.0271,33045.1800,4.6740
2-year public,15 or more credits,over 24,Hispanic,male,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0274,0.1095,0.2229,0.3363,0.3040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0109,0.0434,0.0884,0.1334,0.3040,0.0165,0.0661,0.1345,0.2029,0.0183,33045.1800,4.6740
4-year public,15 or more credits,18 to 24,Hispanic,male,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0463,0.0882,0.2425,0.2226,0.4004,0.0029,0.0056,0.0154,0.0142,0.0255,0.0434,0.0826,0.2271,0.2084,0.3749,40235.7600,3.8540
4-year public,15 or more credits,over 24,Hispanic,male,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0463,0.0882,0.2425,0.2226,0.4004,0.0163,0.0311,0.0854,0.0784,0.1410,0.0300,0.0571,0.1571,0.1442,0.2594,40235.7600,3.8540
2-year public,15 or more credits,18 to 24,White,male,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0274,0.1095,0.2229,0.3363,0.3040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005,0.0022,0.0045,0.0067,0.3040,0.0269,0.1073,0.2184,0.3296,0.0298,33045.1800,4.6740
2-year public,15 or more credits,over 24,White,male,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0274,0.1095,0.2229,0.3363,0.3040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0056,0.0224,0.0456,0.0688,0.3040,0.0218,0.0871,0.1773,0.2675,0.0242,33045.1800,4.6740
4-year public,15 or more credits,18 to 24,White,male,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0463,0.0882,0.2425,0.2226,0.4004,0.0009,0.0018,0.0049,0.0045,0.0080,0.0454,0.0864,0.2377,0.2181,0.3924,40235.7600,3.8540
4-year public,15 or more credits,over 24,White,male,all,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0463,0.0882,0.2425,0.2226,0.4004,0.0074,0.0141,0.0388,0.0357,0.0641,0.0389,0.0741,0.2037,0.1869,0.3363,40235.7600,3.8540
2-year public,15 or more credits,18 to 24,all,all,low income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0274,0.1095,0.2229,0.3363,0.3040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0021,0.0085,0.0173,0.0261,0.3040,0.0253,0.1010,0.2056,0.3102,0.0280,33045.1800,4.6740
2-year public,15 or more credits,over 24,all,all,low income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0274,0.1095,0.2229,0.3363,0.3040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0099,0.0397,0.0808,0.1219,0.3040,0.0175,0.0698,0.1421,0.2144,0.0194,33045.1800,4.6740
4-year public,15 or more credits,18 to 24,all,all,low income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0463,0.0882,0.2425,0.2226,0.4004,0.0020,0.0038,0.0103,0.0095,0.0171,0.0443,0.0844,0.2322,0.2131,0.3833,40235.7600,3.8540
4-year public,15 or more credits,over 24,all,all,low income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0463,0.0882,0.2425,0.2226,0.4004,0.0152,0.0289,0.0794,0.0729,0.1311,0.0311,0.0593,0.1631,0.1497,0.2693,40235.7600,3.8540
2-year public,15 or more credits,18 to 24,Black,all,low income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0274,0.1095,0.2229,0.3363,0.3040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0046,0.0184,0.0375,0.0566,0.3040,0.0228,0.0911,0.1854,0.2797,0.0253,33045.1800,4.6740
2-year public,15 or more credits,over 24,Black,all,low income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0274,0.1095,0.2229,0.3363,0.3040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0125,0.0500,0.1019,0.1537,0.3040,0.0149,0.0595,0.1210,0.1826,0.0165,33045.1800,4.6740
4-year public,15 or more credits,18 to 24,Black,all,low income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0463,0.0882,0.2425,0.2226,0.4004,0.0057,0.0109,0.0301,0.0276,0.0496,0.0406,0.0773,0.2124,0.1950,0.3508,40235.7600,3.8540
4-year public,15 or more credits,over 24,Black,all,low income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0463,0.0882,0.2425,0.2226,0.4004,0.0191,0.0364,0.1000,0.0918,0.1651,0.0272,0.0518,0.1425,0.1308,0.2353,40235.7600,3.8540
2-year public,15 or more credits,18 to 24,Hispanic,all,low income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0274,0.1095,0.2229,0.3363,0.3040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0037,0.0146,0.0298,0.0450,0.3040,0.0237,0.0949,0.1931,0.2913,0.0263,33045.1800,4.6740
2-year public,15 or more credits,over 24,Hispanic,all,low income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0274,0.1095,0.2229,0.3363,0.3040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0116,0.0462,0.0941,0.1420,0.3040,0.0158,0.0633,0.1288,0.1943,0.0176,33045.1800,4.6740
4-year public,15 or more credits,18 to 24,Hispanic,all,low income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0463,0.0882,0.2425,0.2226,0.4004,0.0041,0.0079,0.0216,0.0199,0.0357,0.0422,0.0803,0.2209,0.2027,0.3647,40235.7600,3.8540
4-year public,15 or more credits,over 24,Hispanic,all,low income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0463,0.0882,0.2425,0.2226,0.4004,0.0175,0.0333,0.0916,0.0841,0.1512,0.0288,0.0549,0.1509,0.1385,0.2492,40235.7600,3.8540
2-year public,15 or more credits,18 to 24,White,all,low income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0274,0.1095,0.2229,0.3363,0.3040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005,0.0022,0.0045,0.0067,0.3040,0.0269,0.1073,0.2184,0.3296,0.0298,33045.1800,4.6740
2-year public,15 or more credits,over 24,White,all,low income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0274,0.1095,0.2229,0.3363,0.3040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0063,0.0252,0.0513,0.0774,0.3040,0.0211,0.0843,0.1716,0.2589,0.0234,33045.1800,4.6740
4-year public,15 or more credits,18 to 24,White,all,low income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0463,0.0882,0.2425,0.2226,0.4004,0.0009,0.0018,0.0049,0.0045,0.0080,0.0454,0.0864,0.2377,0.2181,0.3924,40235.7600,3.8540
4-year public,15 or more credits,over 24,White,all,low income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0463,0.0882,0.2425,0.2226,0.4004,0.0086,0.0164,0.0450,0.0413,0.0744,0.0377,0.0718,0.1975,0.1813,0.3260,40235.7600,3.8540
2-year public,15 or more credits,18 to 24,all,female,low income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0274,0.1095,0.2229,0.3363,0.3040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0011,0.0043,0.0088,0.0133,0.3040,0.0263,0.1052,0.2141,0.3230,0.0292,33045.1800,4.6740
2-year public,15 or more credits,over 24,all,female,low income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0274,0.1095,0.2229,0.3363,0.3040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0090,0.0359,0.0731,0.1103,0.3040,0.0184,0.0736,0.1498,0.2260,0.0204,33045.1800,4.6740
4-year public,15 or more credits,18 to 24,all,female,low income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0463,0.0882,0.2425,0.2226,0.4004,0.0009,0.0018,0.0049,0.0045,0.0080,0.0454,0.0864,0.2377,0.2181,0.3924,40235.7600,3.8540
4-year public,15 or more credits,over 24,all,female,low income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0463,0.0882,0.2425,0.2226,0.4004,0.0131,0.0250,0.0687,0.0631,0.1135,0.0332,0.0632,0.1738,0.1595,0.2869,40235.7600,3.8540
2-year public,15 or more credits,18 to 24,Black,female,low income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0274,0.1095,0.2229,0.3363,0.3040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0035,0.0141,0.0287,0.0433,0.3040,0.0239,0.0954,0.1942,0.2930,0.0265,33045.1800,4.6740
2-year public,15 or more credits,over 24,Black,female,low income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0274,0.1095,0.2229,0.3363,0.3040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0115,0.0460,0.0936,0.1411,0.3040,0.0159,0.0635,0.1293,0.1952,0.0176,33045.1800,4.6740
4-year public,15 or more credits,18 to 24,Black,female,low income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0463,0.0882,0.2425,0.2226,0.4004,0.0036,0.0069,0.0191,0.0175,0.0315,0.0427,0.0813,0.2234,0.2051,0.3689,40235.7600,3.8540
4-year public,15 or more credits,over 24,Black,female,low income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0463,0.0882,0.2425,0.2226,0.4004,0.0171,0.0326,0.0896,0.0823,0.1479,0.0292,0.0556,0.1529,0.1403,0.2525,40235.7600,3.8540
2-year public,15 or more credits,18 to 24,Hispanic,female,low income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0274,0.1095,0.2229,0.3363,0.3040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0027,0.0109,0.0221,0.0333,0.3040,0.0247,0.0986,0.2008,0.3030,0.0274,33045.1800,4.6740
2-year public,15 or more credits,over 24,Hispanic,female,low income,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0274,0.1095,0.2229,0.3363,0.3040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0107,0.0427,0.0869,0.1311,0.3040,0.0167,0.0668,0.1360,0.2052,0.0185,33045.1800,4.6740
